group_id,source_sheet,source_row,service_no,guest_type,pax_clean,queue_start,queue_end,meal_start_clean,meal_end_clean,table_code,service_status,wait_minutes_recorded,wait_minutes_strict,meal_minutes,queue_observed,walkaway,queue_eligible,meal_eligible,pax_eligible,table_status,table_units_confirmed,needs_review,review_reason
183_44,183,45,44,In house,2,,,09:58:00,10:17:00,7B,direct_meal,,,19.0,0,0,0,1,1,documented,7B,0,
183_45,183,46,45,In house,2,,,09:59:00,10:28:00,14,direct_meal,,,29.0,0,0,0,1,1,documented,14,0,
183_46,183,47,46,In house,2,,,10:03:00,10:49:00,1B,direct_meal,,,46.0,0,0,0,1,1,documented,1B,0,
183_47,183,48,47,In house,3,,,10:05:00,11:02:00,4B/5A,direct_meal,,,57.0,0,0,0,1,1,slash_needs_confirmation,,1,รหัสโต๊ะต้องยืนยัน
183_48,183,49,48,In house,2,,,10:10:00,10:52:00,11A,direct_meal,,,42.0,0,0,0,1,1,documented,11A,0,
183_49,183,50,49,Walk in,2,,,10:16:00,11:02:00,8A,direct_meal,,,46.0,0,0,0,1,1,documented,8A,0,
183_50,183,51,50,Walk in,1,,,10:19:00,11:30:00,1A,direct_meal,,,71.0,0,0,0,1,1,documented,1A,0,
183_51,183,52,51,Walk in,4,,,10:28:00,12:15:00,9,direct_meal,,,107.0,0,0,0,1,1,needs_mapping,,1,รหัสโต๊ะต้องยืนยัน
183_52,183,53,52,In house,1,,,10:30:00,11:28:00,14,direct_meal,,,58.0,0,0,0,1,1,documented,14,0,
183_53,183,54,53,In house,1,,,10:30:00,11:13:00,8C,direct_meal,,,43.0,0,0,0,1,1,documented,8C,0,
183_54,183,55,54,Walk in,2,,,10:36:00,11:50:00,7B,direct_meal,,,74.0,0,0,0,1,1,documented,7B,0,
183_55,183,56,55,In house,1,,,10:38:00,11:58:00,10B,direct_meal,,,80.0,0,0,0,1,1,documented,10B,0,
183_56,183,57,56,Walk in,2,,,10:34:00,11:24:00,15,direct_meal,,,50.0,0,0,0,1,1,documented,15,0,
183_57,183,58,57,In house,2,,,10:35:00,11:12:00,3,direct_meal,,,37.0,0,0,0,1,1,needs_mapping,,1,รหัสโต๊ะต้องยืนยัน
183_58,183,59,58,Walk in,1,,,10:39:00,13:30:00,1B,direct_meal,,,171.0,0,0,0,1,1,documented,1B,0,
183_59,183,60,59,Walk in,3,,,10:41:00,11:40:00,12/13,direct_meal,,,59.0,0,0,0,1,1,slash_needs_confirmation,,1,รหัสโต๊ะต้องยืนยัน
183_60,183,61,60,Walk in,2,,,10:54:00,11:58:00,16,direct_meal,,,64.0,0,0,0,1,1,needs_mapping,,1,รหัสโต๊ะต้องยืนยัน
183_61,183,62,61,Walk in,1,,,10:56:00,11:39:00,4A,direct_meal,,,43.0,0,0,0,1,1,documented,4A,0,
183_62,183,63,62,In house,1,,,,,5B,direct_meal,,,,0,0,0,0,1,documented,5B,1,เวลานั่งติดลบ
183_63,183,64,63,In house,2,,,11:00:00,11:59:00,7A,direct_meal,,,59.0,0,0,0,1,1,documented,7A,0,
183_64,183,65,64,Walk in,1,,,11:08:00,11:44:00,8A,direct_meal,,,36.0,0,0,0,1,1,documented,8A,0,
183_65,183,66,65,In house,3,,,11:10:00,12:14:00,11A/11B,direct_meal,,,64.0,0,0,0,1,1,slash_needs_confirmation,,1,รหัสโต๊ะต้องยืนยัน
183_66,183,67,66,In house,2,,,11:28:00,11:51:00,15,direct_meal,,,23.0,0,0,0,1,1,documented,15,0,
183_67,183,68,67,In house,1,,,11:29:00,12:14:00,7C,direct_meal,,,45.0,0,0,0,1,1,documented,7C,0,
183_68,183,69,68,Walk in,1,,,11:39:00,13:30:00,4,direct_meal,,,111.0,0,0,0,1,1,needs_mapping,,1,รหัสโต๊ะต้องยืนยัน
183_69,183,70,69,In house,1,,,11:40:00,11:54:00,8B,direct_meal,,,14.0,0,0,0,1,1,documented,8B,0,
183_70,183,71,70,In house,1,,,11:43:00,12:20:00,5A,direct_meal,,,37.0,0,0,0,1,1,documented,5A,0,
